PNR,HHNR,APER,w
0,0,2,1.55188449455
1,0,2,1.55188449455
2,1,3,0.665070694512
3,1,3,0.665070694512
4,1,3,0.665070694512
5,2,2,0.336484439304
6,2,2,0.336484439304
7,3,3,2.10227551385
8,3,3,2.10227551385
9,3,3,2.10227551385
10,4,1,1.52808716306
11,5,3,1.26455143679
12,5,3,1.26455143679
13,5,3,1.26455143679
14,6,3,0.665070694512
15,6,3,0.665070694512
16,6,3,0.665070694512
17,7,2,0.624992948276
18,7,2,0.624992948276
19,8,3,2.10227551385
20,8,3,2.10227551385
21,8,3,2.10227551385
22,9,2,0.624992948276
23,9,2,0.624992948276
24,10,2,1.55188449455
25,10,2,1.55188449455
26,11,2,1.55188449455
27,11,2,1.55188449455
28,12,1,0.316207590418
29,13,2,3.02030605908
30,13,2,3.02030605908
31,14,1,1.52808716306
32,15,2,0.624992948276
33,15,2,0.624992948276
34,16,1,0.316207590418
35,17,1,2.8382997539
36,18,2,0.336484439304
37,18,2,0.336484439304
38,19,3,1.26455143679
39,19,3,1.26455143679
40,19,3,1.26455143679
41,20,2,0.336484439304
42,20,2,0.336484439304
43,21,3,1.26455143679
44,21,3,1.26455143679
45,21,3,1.26455143679
46,22,2,1.55188449455
47,22,2,1.55188449455
48,23,3,1.13182556618
49,23,3,1.13182556618
50,23,3,1.13182556618
51,24,3,0.680810691309
52,24,3,0.680810691309
53,24,3,0.680810691309
54,25,2,0.336484439304
55,25,2,0.336484439304
56,26,3,0.665070694512
57,26,3,0.665070694512
58,26,3,0.665070694512
59,27,3,0.680810691309
60,27,3,0.680810691309
61,27,3,0.680810691309
62,28,3,0.358061543506
63,28,3,0.358061543506
64,28,3,0.358061543506
65,29,1,0.587330322353
66,30,3,1.26455143679
67,30,3,1.26455143679
68,30,3,1.26455143679
69,31,3,1.26455143679
70,31,3,1.26455143679
71,31,3,1.26455143679
72,32,3,1.26455143679
73,32,3,1.26455143679
74,32,3,1.26455143679
75,33,3,1.13182556618
76,33,3,1.13182556618
77,33,3,1.13182556618
78,34,3,1.26455143679
79,34,3,1.26455143679
80,34,3,1.26455143679
81,35,2,1.55188449455
82,35,2,1.55188449455
83,36,1,0.316207590418
84,37,3,1.26455143679
85,37,3,1.26455143679
86,37,3,1.26455143679
87,38,3,1.13182556618
88,38,3,1.13182556618
89,38,3,1.13182556618
90,39,2,1.55188449455
91,39,2,1.55188449455
92,40,2,0.624992948276
93,40,2,0.624992948276
94,41,2,3.02030605908
95,41,2,3.02030605908
96,42,3,2.10227551385
97,42,3,2.10227551385
98,42,3,2.10227551385
99,43,2,0.624992948276
100,43,2,0.624992948276
101,44,1,0.316207590418
102,45,3,0.358061543506
103,45,3,0.358061543506
104,45,3,0.358061543506
105,46,2,0.835505401223
106,46,2,0.835505401223
107,47,3,0.680810691309
108,47,3,0.680810691309
109,47,3,0.680810691309
110,48,3,0.665070694512
111,48,3,0.665070694512
112,48,3,0.665070694512
113,49,1,0.316207590418
114,50,1,0.587330322353
115,51,3,0.680810691309
116,51,3,0.680810691309
117,51,3,0.680810691309
118,52,2,0.336484439304
119,52,2,0.336484439304
120,53,3,0.665070694512
121,53,3,0.665070694512
122,53,3,0.665070694512
123,54,3,0.680810691309
124,54,3,0.680810691309
125,54,3,0.680810691309
126,55,1,2.8382997539
127,56,2,1.55188449455
128,56,2,1.55188449455
129,57,2,0.624992948276
130,57,2,0.624992948276
131,58,2,1.55188449455
132,58,2,1.55188449455
133,59,3,0.665070694512
134,59,3,0.665070694512
135,59,3,0.665070694512
136,60,3,1.26455143679
137,60,3,1.26455143679
138,60,3,1.26455143679
139,61,3,2.10227551385
140,61,3,2.10227551385
141,61,3,2.10227551385
142,62,3,0.358061543506
143,62,3,0.358061543506
144,62,3,0.358061543506
145,63,2,1.55188449455
146,63,2,1.55188449455
147,64,3,1.26455143679
148,64,3,1.26455143679
149,64,3,1.26455143679
150,65,3,0.665070694512
151,65,3,0.665070694512
152,65,3,0.665070694512
153,66,3,1.26455143679
154,66,3,1.26455143679
155,66,3,1.26455143679
156,67,2,3.02030605908
157,67,2,3.02030605908
158,68,2,0.624992948276
159,68,2,0.624992948276
160,69,1,0.316207590418
161,70,3,1.26455143679
162,70,3,1.26455143679
163,70,3,1.26455143679
164,71,3,3.21398353996
165,71,3,3.21398353996
166,71,3,3.21398353996
167,72,3,0.665070694512
168,72,3,0.665070694512
169,72,3,0.665070694512
170,73,3,0.680810691309
171,73,3,0.680810691309
172,73,3,0.680810691309
173,74,1,0.587330322353
174,75,2,1.55188449455
175,75,2,1.55188449455
176,76,2,0.835505401223
177,76,2,0.835505401223
178,77,2,0.835505401223
179,77,2,0.835505401223
180,78,3,1.26455143679
181,78,3,1.26455143679
182,78,3,1.26455143679
183,79,2,0.835505401223
184,79,2,0.835505401223
185,80,2,3.02030605908
186,80,2,3.02030605908
187,81,3,0.665070694512
188,81,3,0.665070694512
189,81,3,0.665070694512
190,82,3,1.26455143679
191,82,3,1.26455143679
192,82,3,1.26455143679
193,83,2,0.336484439304
194,83,2,0.336484439304
195,84,2,0.624992948276
196,84,2,0.624992948276
197,85,1,2.8382997539
198,86,2,0.336484439304
199,86,2,0.336484439304
200,87,2,1.55188449455
201,87,2,1.55188449455
202,88,3,0.358061543506
203,88,3,0.358061543506
204,88,3,0.358061543506
205,89,1,2.8382997539
206,90,3,1.26455143679
207,90,3,1.26455143679
208,90,3,1.26455143679
209,91,2,0.624992948276
210,91,2,0.624992948276
211,92,2,0.336484439304
212,92,2,0.336484439304
213,93,2,0.336484439304
214,93,2,0.336484439304
215,94,3,0.665070694512
216,94,3,0.665070694512
217,94,3,0.665070694512
218,95,2,3.02030605908
219,95,2,3.02030605908
220,96,2,1.55188449455
221,96,2,1.55188449455
222,97,3,3.21398353996
223,97,3,3.21398353996
224,97,3,3.21398353996
225,98,1,0.316207590418
226,99,2,1.55188449455
227,99,2,1.55188449455
228,100,3,2.10227551385
229,100,3,2.10227551385
230,100,3,2.10227551385
231,101,3,0.680810691309
232,101,3,0.680810691309
233,101,3,0.680810691309
234,102,2,1.55188449455
235,102,2,1.55188449455
236,103,1,0.587330322353
237,104,3,0.680810691309
238,104,3,0.680810691309
239,104,3,0.680810691309
240,105,2,0.336484439304
241,105,2,0.336484439304
242,106,2,0.835505401223
243,106,2,0.835505401223
244,107,3,0.665070694512
245,107,3,0.665070694512
246,107,3,0.665070694512
247,108,3,1.13182556618
248,108,3,1.13182556618
249,108,3,1.13182556618
250,109,2,0.336484439304
251,109,2,0.336484439304
252,110,2,0.336484439304
253,110,2,0.336484439304
254,111,3,0.680810691309
255,111,3,0.680810691309
256,111,3,0.680810691309
257,112,3,1.13182556618
258,112,3,1.13182556618
259,112,3,1.13182556618
260,113,1,2.8382997539
261,114,3,1.13182556618
262,114,3,1.13182556618
263,114,3,1.13182556618
264,115,1,0.587330322353
265,116,2,1.55188449455
266,116,2,1.55188449455
267,117,1,0.316207590418
268,118,3,0.665070694512
269,118,3,0.665070694512
270,118,3,0.665070694512
271,119,3,2.10227551385
272,119,3,2.10227551385
273,119,3,2.10227551385
274,120,1,0.587330322353
275,121,3,1.13182556618
276,121,3,1.13182556618
277,121,3,1.13182556618
278,122,3,1.26455143679
279,122,3,1.26455143679
280,122,3,1.26455143679
281,123,3,0.680810691309
282,123,3,0.680810691309
283,123,3,0.680810691309
284,124,3,0.680810691309
285,124,3,0.680810691309
286,124,3,0.680810691309
287,125,3,1.26455143679
288,125,3,1.26455143679
289,125,3,1.26455143679
290,126,2,0.624992948276
291,126,2,0.624992948276
292,127,3,0.680810691309
293,127,3,0.680810691309
