PNR,HHNR,APER,w
0,0,2,1.51232285205
1,0,2,1.51232285205
2,1,3,0.454368115527
3,1,3,0.454368115527
4,1,3,0.454368115527
5,2,2,0.35864544346
6,2,2,0.35864544346
7,3,3,2.44190319285
8,3,3,2.44190319285
9,3,3,2.44190319285
10,4,1,1.19371866422
11,5,3,1.05333895401
12,5,3,1.05333895401
13,5,3,1.05333895401
14,6,3,0.454368115527
15,6,3,0.454368115527
16,6,3,0.454368115527
17,7,2,0.652355333238
18,7,2,0.652355333238
19,8,3,2.44190319285
20,8,3,2.44190319285
21,8,3,2.44190319285
22,9,2,0.652355333238
23,9,2,0.652355333238
24,10,2,1.51232285205
25,10,2,1.51232285205
26,11,2,1.51232285205
27,11,2,1.51232285205
28,12,1,0.514922283909
29,13,2,3.50594268539
30,13,2,3.50594268539
31,14,1,1.19371866422
32,15,2,0.652355333238
33,15,2,0.652355333238
34,16,1,0.514922283909
35,17,1,2.17130525756
36,18,2,0.35864544346
37,18,2,0.35864544346
38,19,3,1.05333895401
39,19,3,1.05333895401
40,19,3,1.05333895401
41,20,2,0.35864544346
42,20,2,0.35864544346
43,21,3,1.05333895401
44,21,3,1.05333895401
45,21,3,1.05333895401
46,22,2,1.51232285205
47,22,2,1.51232285205
48,23,3,1.34248531263
49,23,3,1.34248531263
50,23,3,1.34248531263
51,24,3,0.579094240557
52,24,3,0.579094240557
53,24,3,0.579094240557
54,25,2,0.35864544346
55,25,2,0.35864544346
56,26,3,0.454368115527
57,26,3,0.454368115527
58,26,3,0.454368115527
59,27,3,0.579094240557
60,27,3,0.579094240557
61,27,3,0.579094240557
62,28,3,0.249797995026
63,28,3,0.249797995026
64,28,3,0.249797995026
65,29,1,0.936613873776
66,30,3,1.05333895401
67,30,3,1.05333895401
68,30,3,1.05333895401
69,31,3,1.05333895401
70,31,3,1.05333895401
71,31,3,1.05333895401
72,32,3,1.05333895401
73,32,3,1.05333895401
74,32,3,1.05333895401
75,33,3,1.34248531263
76,33,3,1.34248531263
77,33,3,1.34248531263
78,34,3,1.05333895401
79,34,3,1.05333895401
80,34,3,1.05333895401
81,35,2,1.51232285205
82,35,2,1.51232285205
83,36,1,0.514922283909
84,37,3,1.05333895401
85,37,3,1.05333895401
86,37,3,1.05333895401
87,38,3,1.34248531263
88,38,3,1.34248531263
89,38,3,1.34248531263
90,39,2,1.51232285205
91,39,2,1.51232285205
92,40,2,0.652355333238
93,40,2,0.652355333238
94,41,2,3.50594268539
95,41,2,3.50594268539
96,42,3,2.44190319285
97,42,3,2.44190319285
98,42,3,2.44190319285
99,43,2,0.652355333238
100,43,2,0.652355333238
101,44,1,0.514922283909
102,45,3,0.249797995026
103,45,3,0.249797995026
104,45,3,0.249797995026
105,46,2,0.831429854703
106,46,2,0.831429854703
107,47,3,0.579094240557
108,47,3,0.579094240557
109,47,3,0.579094240557
110,48,3,0.454368115527
111,48,3,0.454368115527
112,48,3,0.454368115527
113,49,1,0.514922283909
114,50,1,0.936613873776
115,51,3,0.579094240557
116,51,3,0.579094240557
117,51,3,0.579094240557
118,52,2,0.35864544346
119,52,2,0.35864544346
120,53,3,0.454368115527
121,53,3,0.454368115527
122,53,3,0.454368115527
123,54,3,0.579094240557
124,54,3,0.579094240557
125,54,3,0.579094240557
126,55,1,2.17130525756
127,56,2,1.51232285205
128,56,2,1.51232285205
129,57,2,0.652355333238
130,57,2,0.652355333238
131,58,2,1.51232285205
132,58,2,1.51232285205
133,59,3,0.454368115527
134,59,3,0.454368115527
135,59,3,0.454368115527
136,60,3,1.05333895401
137,60,3,1.05333895401
138,60,3,1.05333895401
139,61,3,2.44190319285
140,61,3,2.44190319285
141,61,3,2.44190319285
142,62,3,0.249797995026
143,62,3,0.249797995026
144,62,3,0.249797995026
145,63,2,1.51232285205
146,63,2,1.51232285205
147,64,3,1.05333895401
148,64,3,1.05333895401
149,64,3,1.05333895401
150,65,3,0.454368115527
151,65,3,0.454368115527
152,65,3,0.454368115527
153,66,3,1.05333895401
154,66,3,1.05333895401
155,66,3,1.05333895401
156,67,2,3.50594268539
157,67,2,3.50594268539
158,68,2,0.652355333238
159,68,2,0.652355333238
160,69,1,0.514922283909
161,70,3,1.05333895401
162,70,3,1.05333895401
163,70,3,1.05333895401
164,71,3,5.66094245403
165,71,3,5.66094245403
166,71,3,5.66094245403
167,72,3,0.454368115527
168,72,3,0.454368115527
169,72,3,0.454368115527
170,73,3,0.579094240557
171,73,3,0.579094240557
172,73,3,0.579094240557
173,74,1,0.936613873776
174,75,2,1.51232285205
175,75,2,1.51232285205
176,76,2,0.831429854703
177,76,2,0.831429854703
178,77,2,0.831429854703
179,77,2,0.831429854703
180,78,3,1.05333895401
181,78,3,1.05333895401
182,78,3,1.05333895401
183,79,2,0.831429854703
184,79,2,0.831429854703
185,80,2,3.50594268539
186,80,2,3.50594268539
187,81,3,0.454368115527
188,81,3,0.454368115527
189,81,3,0.454368115527
190,82,3,1.05333895401
191,82,3,1.05333895401
192,82,3,1.05333895401
193,83,2,0.35864544346
194,83,2,0.35864544346
195,84,2,0.652355333238
196,84,2,0.652355333238
197,85,1,2.17130525756
198,86,2,0.35864544346
199,86,2,0.35864544346
200,87,2,1.51232285205
201,87,2,1.51232285205
202,88,3,0.249797995026
203,88,3,0.249797995026
204,88,3,0.249797995026
205,89,1,2.17130525756
206,90,3,1.05333895401
207,90,3,1.05333895401
208,90,3,1.05333895401
209,91,2,0.652355333238
210,91,2,0.652355333238
211,92,2,0.35864544346
212,92,2,0.35864544346
213,93,2,0.35864544346
214,93,2,0.35864544346
215,94,3,0.454368115527
216,94,3,0.454368115527
217,94,3,0.454368115527
218,95,2,3.50594268539
219,95,2,3.50594268539
220,96,2,1.51232285205
221,96,2,1.51232285205
222,97,3,5.66094245403
223,97,3,5.66094245403
224,97,3,5.66094245403
225,98,1,0.514922283909
226,99,2,1.51232285205
227,99,2,1.51232285205
228,100,3,2.44190319285
229,100,3,2.44190319285
230,100,3,2.44190319285
231,101,3,0.579094240557
232,101,3,0.579094240557
