GROUP,IND,APER
39.0,93.4433962264,0
2.81723609423,49.1344450887,0
1.74930535742,29.0194749659,0
1.00277942743,17.5334823278,0
0.594020865544,10.7131365225,0
0.359137201941,6.58836129062,0
0.219630907638,4.06721780821,0
0.135175767889,2.5165938032,0
0.083498617357,1.55931376624,0
0.0516863547102,0.96699477068,0
0.0320343833112,0.599988041022,0
0.0198693928428,0.372393221895,0
0.0123296985394,0.231178803686,0
0.00765319482889,0.143531825649,0
0.00475125708601,0.0891213721414,0
0.00294999253282,0.0553396336826,0
0.00183173299604,0.0343639897449,0
0.00113742118288,0.0213392366875,0
0.000706303816372,0.0132513201486,0
0.000438600053172,0.00822891348281,0
0.000272364236878,0.00511008072462,0
0.000169135252655,0.00317332252368,0
0.000105031565639,0.00197061328481,0
6.5223870223e-05,0.00122373972033,0
4.05036280853e-05,0.000759935953596,0
